company_found,company_id,company_searched,employees,found,headquarters,industry,it_eng_jobs,linkedin,specialties,website
DevMaker,5033932.0,Devmaker,11-50 funcionários,1.0,"Curitiba, Paraná",Tecnologia da informação e serviços,not found,https://www.linkedin.com/company/5033932/about/,"iPhone, Android, iOS, Mobile, Mobile Apps, Desenvolvimento de Aplicativo e Aplicativos",http://www.devmaker.com.br
DG Consulting,1742259.0,DG Consulting,,1.0,,Dispositivos médicos,not found,https://www.linkedin.com/company/1742259/about/,,
DGSHAPE EMEA,70469934.0,DGSHAPE,201-500 funcionários,1.0,,Comércio e desenvolvimento internacional,not found,https://www.linkedin.com/company/70469934/about/,,https://www.rolanddg.eu/en/eu/select-region-dgshape
DH real estate,11376180.0,Dh Real Estate,2-10 funcionários,1.0,"Paderno Dugnano, Milano",Imobiliário,not found,https://www.linkedin.com/company/11376180/about/,"Compravendita Immobiliare, Valutazioni immobili, Certificazioni energetiche, Pratiche catastali, Investimenti immobiliari nel settore Svizzero, consulenza, investimenti immobiliari nel settore Emirati Arabi e assisyenza legale",http://www.dhrealestate.net
,,DHHSAHRQ,,0.0,,,,,,
,,DHL EXCEL,,0.0,,,,,,
Diageo,2496.0,Diageo,+ de 10.001 funcionários,1.0,,Vinhos e destilados,6,https://www.linkedin.com/company/2496/about/,"Premium Drinks, Marketing, Innovation, Supply Chain, HR, Sales, Brand management, Premium Wines and Spirits Supplier, Luxury, Super premium, Beer, Consumer goods, E-commerce, beverages, spirits, FMCG e brand owners",http://www.diageo.com
Digibee,11172387.0,Digibee,51-200 funcionários,1.0,"São Paulo, SP",Tecnologia da informação e serviços,not found,https://www.linkedin.com/company/11172387/about/,"digital, digital transformation, omnichannel, integration, nocode, customer engagement, transformação digital, integração, apps e bots",https://www.digibee.com.br
Digital Reasoning,74158.0,Digital Reasoning,51-200 funcionários,1.0,"Franklin, TN",Software,4,https://www.linkedin.com/company/74158/about/,"Knowledge, Machine Learning, Software, Artificial Intelligence, Cognitive Computing, Data Science, Analytics, Deep Learning, Automated Understanding of Human Communications, Natural Language Processing e Big Data Analytics",http://digitalreasoning.com/
,,Dignity - Gohealth Urgent Care,,0.0,,,,,,
Dinâmica Group,3488494.0,Dinâmica Group,51-200 funcionários,1.0,"São josé dos campos, São Paulo",Treinamento e orientação profissional,not found,https://www.linkedin.com/company/3488494/about/,"Treinamentos de Competências técnicas, Treinamentos em Gestão e Liderança, Treinamentos em Lean Six Sigma e Consultoria em Lean Six Sigma",http://dinamicatreinamentos.com/
,,Dinamio Tecnologia Ltda,,0.0,,,,,,
Dinkum Interactive,825142.0,Dinkum Interactive,11-50 funcionários,1.0,"Philadelphia, PA",Internet,not found,https://www.linkedin.com/company/825142/about/,"Internet Marketing, SEO, Social Media, Paid Search e Web Analytics",http://www.dinkuminteractive.com
Direct Energy,2767.0,Direct Energy,5.001-10.000 funcionários,1.0,"Houston, Texas",Serviços públicos,2,https://www.linkedin.com/company/2767/about/,"Electricity, Natural Gas, Connected Home, Energy Efficiency, Demand Response e Home Services",https://www.directenergy.com
"Direct Supply, Inc.",2093184.0,Direct Supply Inc,2-10 funcionários,1.0,"Elgin, IL",Embalagens e recipientes,not found,https://www.linkedin.com/company/2093184/about/,"used wood pallets, warehousing, pallet buy back, packaging products, freight transportation, heat treated pallets, corrugated boxes e stretch film",http://www.directsupply1.com
Directly,2830004.0,Directly,51-200 funcionários,1.0,"San Francisco, California",Internet,not found,https://www.linkedin.com/company/2830004/about/,"artificial intelligence, gig workforces, machine learning, messaging, mobile, gig economy, customer support automation, customer experience, virtual agent integration, customer support, support automation, expert-driven AI, CRM integration e messaging application integrations",http://www.directly.com
DIRECTV,3744.0,DIRECTV,+ de 10.001 funcionários,1.0,"El Segundo, CA",Telecomunicações,not found,https://www.linkedin.com/company/3744/about/,,http://www.directv.com
Discover Financial Services,3762.0,Discover Financial Services,+ de 10.001 funcionários,1.0,"Riverwoods, IL",Serviços financeiros,146,https://www.linkedin.com/company/3762/about/,"Financial Services, Credit Cards, Deposit Products, Consumer Lending, Consumer Savings, Payments, Payment Technology, Student Loans, Personal Loans, Home Loans, Home Equity Loans e Debit and Transaction Services",http://www.discover.com
Dispatchr,3615507.0,Dispatchr,11-50 funcionários,1.0,,Software,not found,https://www.linkedin.com/company/3615507/about/,"Predictive Analytics, Mobile work force management, Big Data, Cloud Computing, GIS e SaaS",http://www.dispatchr.com
,,"Dispatchr, Inc.",,0.0,,,,,,
Imperva (Formerly Distil Networks),2457317.0,Distil Networks,51-200 funcionários,1.0,"San Francisco, California",Tecnologia da informação e serviços,not found,https://www.linkedin.com/company/2457317/about/,"Content Protection, Web Scraping Prevention, Decision Insights, Research and Traffic Analysis, Advanced Reporting, Bot Detection, Spam and Fraud, Brute Force Attacks, API Security, Scraping e Account Takeovers",http://www.distilnetworks.com
"Distribution Management, Inc",152746.0,Distribution Management,201-500 funcionários,1.0,"St. Louis, MO",Logística e cadeia de suprimentos,not found,https://www.linkedin.com/company/152746/about/,"Distribution Excellence, Industry-Leading Technology, Operational Efficiency e Financial Strength and Discipline",http://www.distributionmgmt.com
"DIVERSANT, LLC",918331.0,"DIVERSANT, LLC",1.001-5.000 funcionários,1.0,"Red Bank, New Jersey",Tecnologia da informação e serviços,699,https://www.linkedin.com/company/918331/about/,"Information Technology Staffing, Contingent Staffing, Project Staffing and Management, Contingent to Full Time, Manage Service Program e System Integration & Infrastucture Staffing",http://www.diversant.com
DJM ,6146010.0,DJM,51-200 funcionários,1.0,"San Jose, California",Imobiliário,not found,https://www.linkedin.com/company/6146010/about/,,http://djmcapital.com
"DLD Lumber Company, Inc.",3025861.0,Dld Lumber,2-10 funcionários,1.0,"San Francisco, CA",Materiais de construção,not found,https://www.linkedin.com/company/3025861/about/,"Lumber Supplier, Building Materials e SBE, DBE, MBE, LBE",http://www.dldlumber.com
,,"Dm Development Partners, LLC",,0.0,,,,,,
"DMI (Digital Management, LLC)",51648.0,"DMI (Digital Management, LLC)",1.001-5.000 funcionários,1.0,"Bethesda, MD",Tecnologia da informação e serviços,157,https://www.linkedin.com/company/51648/about/,"Enterprise Mobility Solutions, Cybersecurity Solutions, Strategic Consulting, Managed Mobility Services, Application Development, Big Data Insights, Omni-channel Commerce, Mobile Brand and Marketing, IoT, Customer Experience e Digital Strategy",http://DMInc.com
,,Dmz Consulting Inc.,,0.0,,,,,,
"Docker, Inc",1301808.0,"Docker, Inc",51-200 funcionários,1.0,"San Francisco, California",Tecnologia da informação e serviços,40,https://www.linkedin.com/company/1301808/about/,"Containerization, Open Source, Containers, Virtualization, System Administration, Scaling, Orchestration e developers",http://www.docker.com
"Dry Docker, Inc.",33022699.0,"Docker, Inc.",2-10 funcionários,1.0,"LAMPE, Missouri",,not found,https://www.linkedin.com/company/33022699/about/,,http://drydocker.com
Doctor On Demand,3698317.0,Doctor On Demand,201-500 funcionários,1.0,"San Francisco, CA",Atendimento médico e hospitalar,4,https://www.linkedin.com/company/3698317/about/,,http://www.doctorondemand.com
DOCTOR ON DEMAND PROFESSIONALS OF CALIFORNIA,63100301.0,Doctor On Demand Professionals of California,11-50 funcionários,1.0,"San Francisco, California",Prática médica,not found,https://www.linkedin.com/company/63100301/about/,,
Doctor On Demand,3698317.0,"Doctor On Demand, Inc",201-500 funcionários,1.0,"San Francisco, CA",Atendimento médico e hospitalar,4,https://www.linkedin.com/company/3698317/about/,,http://www.doctorondemand.com
Dogwood State Bank,28515454.0,Dogwood LLC,51-200 funcionários,1.0,"Raleigh, North Carolina",Bancos,1,https://www.linkedin.com/company/28515454/about/,,http://www.dogwoodstatebank.com
,,"Doherty Restoration, Inc.",,0.0,,,,,,
Dolby Laboratories,6229.0,Dolby Laboratories,1.001-5.000 funcionários,1.0,"San Francisco, California",Produtos eletrônicos,40,https://www.linkedin.com/company/6229/about/,"Audio, Video, Entertainment, Internet, Broadcast, Cinema, PC, Software, Hardware, Mobile, Voice, 3D e Film",http://www.dolby.com
Dole Food Company,7456.0,Dole,+ de 10.001 funcionários,1.0,"Charlotte, North Carolina",Alimentos e bebidas,19,https://www.linkedin.com/company/7456/about/,,http://www.dole.com
Dominion Energy,5666.0,Dominion Energy,+ de 10.001 funcionários,1.0,"Richmond, VA",Serviços públicos,40,https://www.linkedin.com/company/5666/about/,,http://www.dominionenergy.com
,,"Domino Data Lab, Inc.",,0.0,,,,,,
Domtar,163490.0,Domtar,+ de 10.001 funcionários,1.0,"Fort Mill, South Carolina",Papel e produtos florestais,11,https://www.linkedin.com/company/163490/about/,"Paper Manufacturing, Paper Distribution, Pulp Manufacturing, Adult incontinence products, Baby diapers, Pulp and Paper, Personal Care, Biomaterials, Lignin, Paper, Pulp, Absorbency, Manufacturing, Forestry, Sustainability e Engineering",http://www.domtar.com/
Donna Schumacher Architecture,2711662.0,Donna Schumacher Architecture,0-1 funcionários,1.0,"San Francisco, CA",Arquitetura e planejamento,not found,https://www.linkedin.com/company/2711662/about/,"Commercial Interiors, Materials/Color, Renew Remodel, Art Spaces, Space Branding e Commercial and Residential Architecture",http://www.donnaschumacher.com
,,Dont Be Frantic Computer Svc.,,0.0,,,,,,
DoorDash,3205573.0,DoorDash,1.001-5.000 funcionários,1.0,"San Francisco, CA",Internet,112,https://www.linkedin.com/company/3205573/about/,"Local Logistics, Restaurant Delivery, On-Demand Delivery e eCommerce",https://www.doordash.com/careers/
,,Doug Wolens,,0.0,,,,,,
Dow,2562,Dow,+ de 10.001 funcionários,1.0,"Midland, Michigan",Indústria química,29,https://www.linkedin.com/company/2562/about/,"Chemicals, Packaging, Infrastructure e Consumer Products",http://www.dow.com
,,"Doximity, Inc.",,0.0,,,,,,
DOZ S.A.,9456247,DOZ,1.001-5.000 funcionários,1.0,"Warszawa, Mazowieckie",Indústria farmacêutica,not found,https://www.linkedin.com/company/9456247/about/,,http://www.dozsa.pl/
Drawbridge Realty Partners LP,63260579,"Drawbridge Realty Partners, LP",11-50 funcionários,1.0,"San Francisco, California",,not found,https://www.linkedin.com/company/63260579/about/,,
DreamFunded ,3595351,DreamFunded,11-50 funcionários,1.0,"San Francisco, CA",Serviços financeiros,not found,https://www.linkedin.com/company/3595351/about/,private investing e equity crowdfunding,http://www.dreamfunded.com
Drexel University Dornsife School of Public Health,11204281,Drexel University Dornsife School of Public Health,51-200 funcionários,1.0,"Philadelphia, PA",Ensino superior,not found,https://www.linkedin.com/company/11204281/about/,"Urban Health, Public Health, Population Health, Biostatistics, Environmental and Occupational Health, Community Health and Prevention, Health Policy, Epidemiology e Health Management",http://drexel.edu/dornsife/
Drift,5337093,Drift,201-500 funcionários,1.0,"Boston, Massachusetts",Internet,6,https://www.linkedin.com/company/5337093/about/,"Marketing, Sales, SaaS, Inbound, Messaging, ABM e RevenueAcceleration",https://www.drift.com/
Drift,5337093,Drift: Conversational Marketing,201-500 funcionários,1.0,"Boston, Massachusetts",Internet,6,https://www.linkedin.com/company/5337093/about/,"Marketing, Sales, SaaS, Inbound, Messaging, ABM e RevenueAcceleration",https://www.drift.com/
,,Dromhus Incorporated,,0.0,,,,,,
DroneDeploy,3118143,DroneDeploy,51-200 funcionários,1.0,"San Francisco, California",Tecnologia da informação e serviços,2,https://www.linkedin.com/company/3118143/about/,"Drones, Software e Mapping",http://www.dronedeploy.com
DSC Logistics,14255,DSC Logistics,1.001-5.000 funcionários,1.0,"Des Plaines, Illinois",Logística e cadeia de suprimentos,2,https://www.linkedin.com/company/14255/about/,,https://www.dsclogistics.com/
DSEGNARE,3297200,"Dsegnare, LLC",0-1 funcionários,1.0,"San Francisco, California",Design,not found,https://www.linkedin.com/company/3297200/about/,,
DST Systems,6516,DST Systems,+ de 10.001 funcionários,1.0,"Windsor, Connecticut",Tecnologia da informação e serviços,5,https://www.linkedin.com/company/6516/about/,"Portfolio Management, Trading, Private Equity, Hedge Fund Administration, Institutional Outsourcing, Financial Services Software, ASP, BPO e License",https://www.ssctech.com
,,DSU Discovery,,0.0,,,,,,
,,Duetsche Bank,,0.0,,,,,,
,,"Duetto Research, Inc.",,0.0,,,,,,
Duggan Corp Insurance Services,13044566,Duggan Corp,2-10 funcionários,1.0,"Burlingame, Californie",Seguros,not found,https://www.linkedin.com/company/13044566/about/,,https://duggancorp.com
Dukal Corporation,462343,Dukal Corporation,51-200 funcionários,1.0,"Ronkonkoma, New York",Dispositivos médicos,not found,https://www.linkedin.com/company/462343/about/,"Medical Supply Company, Medical Product Manufacturing, Gauze Dressings, Bandages, Cotton & Wood Products, Special Surgicial Dressings, Specialty Dressings, Medical hygiene, advanced wound care, medical tapes, Spa, Veterinary, Medical Supplies, Health Care, Disposable Medical Supplies e Medical Product Distribution",https://www.dukal.com
Duke Energy Corporation,4066,Duke Energy,+ de 10.001 funcionários,1.0,"Charlotte, NC",Serviços públicos,15,https://www.linkedin.com/company/4066/about/,"power generation, natural gas distribution, power delivery, commercial power, energy, utility, smart grid, renewable energy, solar power e wind power",http://www.duke-energy.com
Duke Energy Corporation,4066,Duke Energy Corporation,+ de 10.001 funcionários,1.0,"Charlotte, NC",Serviços públicos,15,https://www.linkedin.com/company/4066/about/,"power generation, natural gas distribution, power delivery, commercial power, energy, utility, smart grid, renewable energy, solar power e wind power",http://www.duke-energy.com
Duratex,42167,Duratex,+ de 10.001 funcionários,1.0,"São Paulo, SP",Materiais de construção,not found,https://www.linkedin.com/company/42167/about/,"Painéis de Madeira, Chapas de Fibra, Pisos Laminados, Metais Sanitários, Louças Sanitárias, MDP, MDF/HDF/SDF, Deca, Durafloor, Hydra, Multiform, Chuveiros Elétricos, Viva Decora, Ceusa, Cerâmica, Revestimentos e Revestimentos cerâmicos",http://www.duratex.com.br
