company_found,company_id,company_searched,employees,found,headquarters,industry,it_eng_jobs,linkedin,specialties,total_jobs,website,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
Fundacao Araucaria,28306612.0,Fundação Araucária,11-50 funcionários,True,"Curitiba, Pr",Pesquisa,0.0,https://www.linkedin.com/company/28306612/about/,NF,0,http://fundacaoaraucaria.org.br,,,,,
Fundação Copel,13980843.0,Fundação Copel,201-500 funcionários,True,"Curitiba, Paraná",Administração de serviços,0.0,https://www.linkedin.com/company/13980843/about/,Previdência Complementar e Planos de Saúde,0,http://www.fcopel.org.br/,,,,,
,,Fundacao de Estudos Soiciais do Parana,,False,,,,,,,,,,,,
Fundação Dom Cabral,15114867.0,Fundação Dom Cabral,201-500 funcionários,True,"Nova Lima, Minas Gerais",Ensino superior,0.0,https://www.linkedin.com/company/15114867/about/,NF,0,http://www.fdc.org.br,,,,,
Fundo de Previdência Mais Futuro,12897130.0,Fundo de Previdência Mais Futuro,11-50 funcionários,True,"Curitiba, Paraná",Gestão de investimentos,0.0,https://www.linkedin.com/company/12897130/about/,"Previdência Privada, Plano Cooperativo de Previdência, Previdência, Investimento de Longo Prazo e Fundo de Pensão",0,http://maisfuturo.com.br/,,,,,
Furukawa Electric LatAm,19111.0,Furukawa Electric LatAm,+ de 10.001 funcionários,True,NF,Telecomunicações,,https://www.linkedin.com/company/19111/about/,"telecomunicações, cabos ópticos, equipamentos ópticos, modem óptico, provedores de internet, provedores de internet, FTTx, FTTH e fibra óptica",25,http://www.furukawalatam.com,,,,,
,,futuri9.com,,False,,,,,,,,,,,,
Genpact,210064.0,G&P,+ de 10.001 funcionários,True,"New York, NY",Tecnologia da informação e serviços,41.0,https://www.linkedin.com/company/210064/about/,"Banking & Financial Services, Energy, Insurance, Healthcare Payer, Capital Market, Healthcare Provider, Aerospace, Hi-Tech, Automotive, Hospitality, Chemical, Life Science & Pharmaceuticals, Consumer Goods, Retail, Telecom e Transport & Logistics",4676,http://www.genpact.com,,,,,
G4S,5355.0,G4S,+ de 10.001 funcionários,True,NF,Segurança e investigações,1155.0,https://www.linkedin.com/company/5355/about/,"electronic monitoring, security services, secure solutions, youth custody and treatment programs, cash solutions, manned guarding, Integrated Technology, Access control e Risk-based planning",1850,http://www.g4s.com,,,,,
Gables Residential,19726.0,Gables Residential,1.001-5.000 funcionários,True,"Atlanta, Georgia",Imobiliário,0.0,https://www.linkedin.com/company/19726/about/,NF,0,http://www.gables.com,,,,,
Gaichu Managed Services,53386958.0,Gaichu Managed Services,11-50 funcionários,True,"Dover, Delaware",Tecnologia da informação e serviços,0.0,https://www.linkedin.com/company/53386958/about/,NF,0,http://www.gaichuservices.com,,,,,
Gainwell Technologies,67155308.0,Gainwell Technologies,5.001-10.000 funcionários,True,NF,Tecnologia da informação e serviços,291.0,https://www.linkedin.com/company/67155308/about/,NF,519,http://www.gainwelltechnologies.com,,,,,
GalaxE.Solutions,68639.0,GalaxE.Solutions,1.001-5.000 funcionários,True,"Somerset, New Jersey",Tecnologia da informação e serviços,133.0,https://www.linkedin.com/company/68639/about/,NF,233,http://www.galaxe.com,,,,,
Gallagher,6547.0,Gallagher,+ de 10.001 funcionários,True,"Rolling Meadows, IL",Seguros,59.0,https://www.linkedin.com/company/6547/about/,"Insurance, Risk Management e Consulting",426,https://linktr.ee/GallagherGlobal,,,,,
,,GAM Infoware's,,False,,,,,,,,,,,,
The Game Research and Immersive Design (GRID) Lab,35587481.0,Game Research and Immersive Design - Rutgers University,51-200 funcionários,True,"Athens, Ohio",Produção de mídia,0.0,https://www.linkedin.com/company/35587481/about/,NF,0,http://gridlab.ohio.edu/,,,,,
,,Gannett | USA TODAY NETWORK,,False,,,,,,,,,,,,
Ganon Code,13035778.0,Ganon Code,2-10 funcionários,True,"São Paulo, São Paulo",Internet,0.0,https://www.linkedin.com/company/13035778/about/,NF,0,http://ganoncode.com.br/,,,,,
Gap Inc.,1677.0,GAP.IT,+ de 10.001 funcionários,True,"San Francisco, California",Varejo,108.0,https://www.linkedin.com/company/1677/about/,"Fashion & Apparel, IT/E-Commerce, Retail, Supply Chain, Inventory Management e Design & Merchandising",337,https://jobs.gapinc.com,,,,,
Garrett - Advancing Motion,18550233.0,Garrett - Advancing Motion,5.001-10.000 funcionários,True,"Rolle, Canton of Vaud",Indústria automotiva,8.0,https://www.linkedin.com/company/18550233/about/,"turbo technology, electric technology, hybrid technology, connected vehicles, automotive, automotive cybersecurity, gasoline turbochargers, diesel turbochargers, commercial vehicles, commercial vehicles turbochargers, racing and performance, turbo replacement, aftermarket turbochargers, installer connect, turbo training, technology, eturbo, electric turbo, vehicle health management, boost controls e motorsports",239,https://www.GarrettMotion.com,,,,,
Gartner,2078.0,Gartner,+ de 10.001 funcionários,True,"Stamford, CT",Serviços da informação,653.0,https://www.linkedin.com/company/2078/about/,NF,1737,https://gtnr.it/covid19resources,,,,,
,,Gas Monkey Brasil,,False,,,,,,,,,,,,
Gate Gourmet,163939.0,Gate Gourmet,+ de 10.001 funcionários,True,NF,Linhas aéreas/Aviação,,https://www.linkedin.com/company/163939/about/,Airline catering,3,http://www.gategourmet.com,,,,,
Gate7 IT Solutions,35642947.0,Gate7 IT Solutions,11-50 funcionários,True,"Curitiba, Paraná",Tecnologia da informação e serviços,,https://www.linkedin.com/company/35642947/about/,NF,1,https://gate7.com.br/,,,,,
Gateley Legal,270828.0,Gateley Legal,501-1.000 funcionários,True,NF,Serviços jurídicos,,https://www.linkedin.com/company/270828/about/,"Commercial, Corporate, Banking & Finance, Real Estate, Construction, Pensions, Employment, Shipping & Transport, Private Client, Global Mobility, Technology, Residential Development, Dispute Resolution, Private Equity e Restructuring",11,https://gateleyplc.com,,,,,
Gateware,24978639.0,Gateware,51-200 funcionários,True,"Curitiba, Paraná",Tecnologia da informação e serviços,2.0,https://www.linkedin.com/company/24978639/about/,"Gestão de Projetos , PMO, Fábrica de Softwares, Fábrica de Testes e Fábrica de Requisitos",32,https://www.gateware.com.br/,,,,,
Gateway Mortgage Group | Correspondent Lending,10185190.0,"Gateway Mortgage Group, LLC",NF,True,NF,Serviços financeiros,0.0,https://www.linkedin.com/company/10185190/about/,NF,0,http://www.gatewaycorrespondent.com/,,,,,
"Gateway Pain Solutions, LLC",65840164.0,Gateway Solutions Inc,0-1 funcionários,True,"St Louis, Missouri",Atendimento médico e hospitalar,0.0,https://www.linkedin.com/company/65840164/about/,"Pain Management Solutions, Minimally Invasive Surgery, Orthopedic Spine Surgery, Neurosurgeons, Spine Surgeons, Pain Management Physcians e Physical Medicine and Rehabilitation Physicians",0,NF,,,,,
gbi,1309606.0,GBi,201-500 funcionários,True,"Montréal, Québec",Engenharia civil,,https://www.linkedin.com/company/1309606/about/,"Civil, Structure du bâtiment, Mécanique et électricité du bâtiment, Développement durable, Transport, Environnement e Traitement des eaux",4,http://www.gbi.ca,,,,,
GC Reno,12977953.0,GC Reno,2-10 funcionários,True,NF,Construção,0.0,https://www.linkedin.com/company/12977953/about/,NF,0,https://gcreno.ca,,,,,
GC Services Limited Partnership,14579.0,GC Services,5.001-10.000 funcionários,True,"Houston, TX",Serviços financeiros,53.0,https://www.linkedin.com/company/14579/about/,NF,140,https://www.gcserv.com/,,,,,
GCI Perícias e Consultorias Financeiras e Atuariais.,66396187.0,GCI Perícias,2-10 funcionários,True,"Curitiba, Paraná",Serviços financeiros,0.0,https://www.linkedin.com/company/66396187/about/,"Perícia Financeira, Perícia Atuarial, Serviços Financeiros e Perícia Contábil",0,http://gcipericias.com,,,,,
GD9 Assessoria em RH,1089556.0,GD9 Assessoria em RH,201-500 funcionários,True,"Curitiba, Parana",Recursos humanos,,https://www.linkedin.com/company/1089556/about/,"Recrutamento e seleção, Terceirização de mão de obra, Trabalho temporário, Consultoria de carreira, Assessment, Treinamento e desenvolvimento, Departamento pessoal e Plano de cargos e salários",2,https://www.gd9rh.com.br,,,,,
BOLKINGS LLC,37531190.0,GDS Immigration Law,11-50 funcionários,True,"Lekki-Epe, Lagos","Lazer, viagens e turismo",0.0,https://www.linkedin.com/company/37531190/about/,NF,0,http://bolkings.com.ng,,,,,
GE,1015.0,GE,+ de 10.001 funcionários,True,"Boston, MA",Engenharia mecânica ou industrial,54.0,https://www.linkedin.com/company/1015/about/,"Oil & Gas, Healthcare, Intelligent Platforms, Renewable Energy, Transportation, Aviation, Digital, Lighting, Power e Energy Management",141,http://www.ge.com,,,,,
GE Aviation,570550.0,GE Aviation,+ de 10.001 funcionários,True,"Cincinnati, OH",Aviação e aeroespacial,45.0,https://www.linkedin.com/company/570550/about/,"Aircraft Engines, Engine Maintenance, Materials, Asset Management, Civil Systems, Military Systems, Avionics Systems, Mechanical Systems, Integrated Power Systems, Aftermarket Support Services, Performance-Based Navigation e Unison Products & Services",310,http://www.geaviation.com,,,,,
GE Capital,1023.0,GE Capital,5.001-10.000 funcionários,True,"Norwalk, CT",Serviços financeiros,2.0,https://www.linkedin.com/company/1023/about/,"Aviation Financing, Healthcare Financing, Energy Financing & Investing e Industrial Financing",30,http://www.gecapital.com,,,,,
"GE Current, a Daintree company",49197466.0,"GE Current, a Daintree company",501-1.000 funcionários,True,"Cleveland, OH",Manufatura de eletroeletrônicos,6.0,https://www.linkedin.com/company/49197466/about/,NF,24,http://www.gecurrent.com,,,,,
GE Digital,2681277.0,GE Digital,1.001-5.000 funcionários,True,"San Ramon, California",Software,35.0,https://www.linkedin.com/company/2681277/about/,"Advanced Distribution Management Solutions (ADMS), Advanced Energy Management System (AEMS), Advanced Market Management System (AMMS), Asset Performance Management (APM) Software, Data Historian Software, Digital Worker Software, Geospatial Asset Management, Grid Analytics Software, HMI and SCADA Software, Manufacturing Execution Systems (MES), Operations Performance Management (OPM) Software e Remote Operations Software",225,http://www.ge.com/digital,,,,,
GE Power,1021.0,GE Energy,+ de 10.001 funcionários,True,"Schenectady, NY",Petróleo e energia,56.0,https://www.linkedin.com/company/1021/about/,"Distributed Power, Gasification, Generators, Heavy Duty Gas Turbines, Nuclear Energy, Steam Turbines, Water & Process Technologies, power generation e energy",342,http://ge.com/power,,,,,
GE Healthcare,1016.0,GE Healthcare,+ de 10.001 funcionários,True,NF,Atendimento médico e hospitalar,167.0,https://www.linkedin.com/company/1016/about/,Healthcare e Biotechnology,898,http://www.gehealthcare.com,,,,,
GE Power,1021.0,GE Power,+ de 10.001 funcionários,True,"Schenectady, NY",Petróleo e energia,56.0,https://www.linkedin.com/company/1021/about/,"Distributed Power, Gasification, Generators, Heavy Duty Gas Turbines, Nuclear Energy, Steam Turbines, Water & Process Technologies, power generation e energy",342,http://ge.com/power,,,,,
GE Renewable Energy,10279761.0,GE Renewable Energy,+ de 10.001 funcionários,True,"Boulogne-Billancourt, Ile-de-France",Recursos renováveis e meio ambiente,124.0,https://www.linkedin.com/company/10279761/about/,"wind energy, hydropower, hybrid power, renewable energy, blades e grid",640,https://www.ge.com/renewableenergy,,,,,
"GE Transportation, a Wabtec company",8127.0,"GE Transportation, a Wabtec company",+ de 10.001 funcionários,True,"Chicago, IL",Transporte/Caminhões/Trens,0.0,https://www.linkedin.com/company/8127/about/,"Rail Services, Mining, Marine, Drilling, Stationary Power, RailConnect 360, Locomotives e Digital Solutions",0,http://www.wabteccorp.com,,,,,
Gear Up,11437661.0,Gear Up,11-50 funcionários,True,"Curitiba, Paraná",Software,0.0,https://www.linkedin.com/company/11437661/about/,NF,0,https://gearup.enterprises,,,,,
GECT GO/ EZTS GO,71628168.0,GECT Solutions,2-10 funcionários,True,"Gorizia, Friuli-Venezia Giulia",Política pública,0.0,https://www.linkedin.com/company/71628168/about/,"European projects, Crossborder solutions, Cooperation strategies e Territory development",0,https://euro-go.eu/en/,,,,,
GedCloud,40813481.0,GedCloud,2-10 funcionários,True,NF,Software,0.0,https://www.linkedin.com/company/40813481/about/,NF,0,NF,,,,,
,,Gedofis Gestão de Negócios Ltda,,False,,,,,,,,,,,,
,,GeekPot IT Consulting,,False,,,,,,,,,,,,
Groupe d'études géopolitiques,11345171.0,GEG - Groupe d'Études Géopolitiques,11-50 funcionários,True,"Paris, France",Relações internacionais,0.0,https://www.linkedin.com/company/11345171/about/,"géopolitique, relations internationales, conférences - débats, Europe, Union européenne e Affaires européennes",0,https://legrandcontinent.eu,,,,,
Gehan Homes,42388.0,Gehan Homes,201-500 funcionários,True,"Addison, Texas",Imobiliário,4.0,https://www.linkedin.com/company/42388/about/,"Texas Real Estate, Arizona Real Estate, Texas New Homes e Arizona New Homes",35,http://www.gehanhomes.com,,,,,
GEICO,157327.0,GEICO,+ de 10.001 funcionários,True,"Chevy Chase, MD",Seguros,54.0,https://www.linkedin.com/company/157327/about/,"Auto Insurance, RV Insurance, ATV Insurance, Boat Insurance, Motorcycle Insurance, Commercial Auto Insurance, Renters, Condo & Homeowners Insurance, ID Theft Insurance e Umbrella Insurance",174,http://www.geico.jobs,,,,,
General Dynamics Information Technology,1905.0,General Dynamics Information Technology,+ de 10.001 funcionários,True,"Falls Church, Virginia",Tecnologia da informação e serviços,1435.0,https://www.linkedin.com/company/1905/about/,"Enterprise IT, Network Systems Integration, Professional and Technical Services, Training and Simulation, Health, Wireless, information technology, Aerospace and Aviation e Defense",2187,http://www.gdit.com,,,,,
,,General entertainment Media and Sports Serv.,,False,,,,,,,,,,,,
General Motors,1472.0,General Motors,+ de 10.001 funcionários,True,"Detroit, Michigan",Indústria automotiva,480.0,https://www.linkedin.com/company/1472/about/,"Cars, Trucks, Manufacturing, Automotive, Vehicles, Transportation, engineering e information technology",739,http://www.gm.com,,,,,
Generali Brasil ,2780976.0,Generali Brasil,201-500 funcionários,True,"Rio de Janeiro, Rio de Janeiro",Seguros,,https://www.linkedin.com/company/2780976/about/,NF,1,http://www.generali.com.br,,,,,
"Generational Equity, LLC",299696.0,"Generational Equity, LLC",201-500 funcionários,True,"Richardson, Texas",Serviços financeiros,,https://www.linkedin.com/company/299696/about/,"Generational Equity, Exit Strategy, Merger & Acquisition e Ownership Transition",25,https://www.generational.com/,,,,,
Genpact,210064.0,Genpact,+ de 10.001 funcionários,True,"New York, NY",Tecnologia da informação e serviços,41.0,https://www.linkedin.com/company/210064/about/,"Banking & Financial Services, Energy, Insurance, Healthcare Payer, Capital Market, Healthcare Provider, Aerospace, Hi-Tech, Automotive, Hospitality, Chemical, Life Science & Pharmaceuticals, Consumer Goods, Retail, Telecom e Transport & Logistics",4676,http://www.genpact.com,,,,,
Genworth,369633.0,Genworth,5.001-10.000 funcionários,True,"Richmond, VA",Seguros,3.0,https://www.linkedin.com/company/369633/about/,NF,25,http://www.genworth.com,,,,,
Genworth Mortgage Insurance,3835866.0,Genworth Mortgage Insurance,201-500 funcionários,True,"Raleigh, North Carolina",Seguros,1.0,https://www.linkedin.com/company/3835866/about/,NF,3,http://new.mi.genworth.com,,,,,
